timestamp,temperature,voltage,current,angular_velocity,mode
2026-09-07T15:06:00,40.02,27.41,10.32,0.037,imaging
2026-09-07T15:07:00,37.49,27.3,4.93,0.064,imaging
2026-09-07T15:08:00,36.31,27.42,4.77,0.042,imaging
2026-09-07T15:09:00,37.17,27.37,5.02,0.021,imaging
2026-09-07T15:10:00,36.84,27.5,5.13,0.027,imaging
2026-09-07T15:11:00,37.37,27.44,4.65,0.02,imaging
2026-09-07T15:12:00,36.31,27.38,4.83,0.035,imaging
2026-09-07T15:13:00,37.71,27.46,5.28,0.031,imaging
2026-09-07T15:14:00,37.47,27.46,5.13,0.029,imaging
2026-09-07T15:15:00,37.54,27.55,4.84,0.034,imaging
2026-09-07T15:16:00,37.38,27.39,4.83,0.064,imaging
2026-09-07T15:17:00,37.02,27.56,4.9,0.032,imaging
2026-09-07T15:18:00,37.62,27.41,4.87,0.023,imaging
2026-09-07T15:19:00,37.38,27.37,5.02,0.001,imaging
2026-09-07T15:20:00,36.97,27.41,4.96,0.019,imaging
2026-09-07T15:21:00,36.84,27.43,5.26,0.013,imaging
2026-09-07T15:22:00,37.23,27.5,5.11,0.033,imaging
2026-09-07T15:23:00,37.2,27.42,5.07,0.0,imaging
2026-09-07T15:24:00,37.13,27.26,5.29,0.048,imaging
2026-09-07T15:25:00,37.16,27.48,5.47,0.025,imaging
2026-09-07T15:26:00,38.39,27.44,5.12,0.017,imaging
2026-09-07T15:27:00,37.47,27.38,4.85,0.043,imaging
2026-09-07T15:28:00,37.69,27.44,5.13,0.083,imaging
2026-09-07T15:29:00,37.07,27.33,5.31,0.073,imaging
2026-09-07T15:30:00,37.55,27.54,5.11,0.056,imaging
2026-09-07T15:31:00,38.26,27.57,5.51,0.025,imaging
2026-09-07T15:32:00,39.96,27.3,5.25,0.064,imaging
2026-09-07T15:33:00,38.09,27.33,5.33,0.042,imaging
2026-09-07T15:34:00,38.86,27.32,5.37,0.045,imaging
2026-09-07T15:35:00,28.9,28.06,2.82,0.03,downlink
2026-09-07T15:36:00,27.82,28.14,2.77,0.038,downlink
2026-09-07T15:37:00,27.58,28.13,3.06,0.033,downlink
2026-09-07T15:38:00,28.37,28.0,3.05,0.029,downlink
2026-09-07T15:39:00,28.49,28.03,2.68,0.023,downlink
2026-09-07T15:40:00,28.9,28.14,2.99,0.028,downlink
2026-09-07T15:41:00,28.0,28.07,3.05,0.016,downlink
2026-09-07T15:42:00,28.53,28.11,2.88,0.027,downlink
2026-09-07T15:43:00,28.47,28.07,2.95,0.023,downlink
2026-09-07T15:44:00,28.05,28.04,3.06,0.03,downlink
2026-09-07T15:45:00,27.65,27.91,3.09,0.013,downlink
2026-09-07T15:46:00,28.51,27.96,2.96,0.03,downlink
2026-09-07T15:47:00,29.31,28.01,3.0,0.009,downlink
2026-09-07T15:48:00,28.8,28.07,3.12,0.046,downlink
2026-09-07T15:49:00,28.86,27.86,3.06,0.037,downlink
2026-09-07T15:50:00,29.07,27.92,7.85,0.035,downlink
2026-09-07T15:51:00,29.31,28.0,7.57,0.016,downlink
2026-09-07T15:52:00,28.86,28.02,7.52,0.038,downlink
2026-09-07T15:53:00,28.27,28.02,7.81,0.012,downlink
2026-09-07T15:54:00,29.24,28.16,7.68,0.035,downlink
2026-09-07T15:55:00,29.33,27.9,2.99,0.043,downlink
2026-09-07T15:56:00,29.47,27.68,3.1,0.018,downlink
2026-09-07T15:57:00,29.93,27.88,3.37,0.008,downlink
2026-09-07T15:58:00,29.02,27.96,3.13,0.015,downlink
2026-09-07T15:59:00,29.41,27.8,3.3,0.046,downlink
2026-09-07T16:00:00,29.0,27.83,3.25,0.031,downlink
2026-09-07T16:01:00,30.32,27.85,3.2,0.014,downlink
2026-09-07T16:02:00,29.11,27.8,3.29,0.043,downlink
2026-09-07T16:03:00,29.95,28.0,3.3,0.023,downlink
2026-09-07T16:04:00,30.44,27.73,3.35,0.001,downlink
2026-09-07T16:05:00,28.88,27.6,5.55,0.445,attitude_control
2026-09-07T16:06:00,28.12,27.5,5.69,0.499,attitude_control
2026-09-07T16:07:00,28.53,27.61,5.38,0.733,attitude_control
2026-09-07T16:08:00,29.4,27.6,5.33,0.705,attitude_control
2026-09-07T16:09:00,28.95,27.47,5.3,0.282,attitude_control
2026-09-07T16:10:00,28.93,27.61,5.78,0.604,attitude_control
2026-09-07T16:11:00,29.26,27.61,6.11,0.566,attitude_control
2026-09-07T16:12:00,29.99,27.39,5.63,0.3,attitude_control
2026-09-07T16:13:00,28.15,27.52,6.07,0.334,attitude_control
2026-09-07T16:14:00,29.52,27.43,5.75,0.466,attitude_control
2026-09-07T16:15:00,28.96,27.61,5.5,0.472,attitude_control
2026-09-07T16:16:00,29.34,27.63,5.97,0.087,attitude_control
2026-09-07T16:17:00,28.52,27.4,5.71,0.39,attitude_control
2026-09-07T16:18:00,29.68,27.54,5.5,0.132,attitude_control
2026-09-07T16:19:00,29.82,27.45,5.65,0.317,attitude_control
2026-09-07T16:20:00,29.66,27.61,5.29,0.224,attitude_control
2026-09-07T16:21:00,30.05,27.61,5.44,0.218,attitude_control
2026-09-07T16:22:00,28.88,27.49,5.15,0.768,attitude_control
2026-09-07T16:23:00,30.85,27.49,5.43,0.401,attitude_control
2026-09-07T16:24:00,30.31,27.47,5.46,0.638,attitude_control
2026-09-07T16:25:00,30.08,27.66,5.25,0.331,attitude_control
2026-09-07T16:26:00,29.38,27.55,5.55,0.516,attitude_control
2026-09-07T16:27:00,29.24,27.46,6.13,0.682,attitude_control
2026-09-07T16:28:00,28.89,27.51,5.93,0.341,attitude_control
2026-09-07T16:29:00,29.21,27.54,5.84,0.508,attitude_control
2026-09-07T16:30:00,25.42,28.23,1.49,0.019,standby
2026-09-07T16:31:00,25.65,28.12,1.45,0.041,standby
2026-09-07T16:32:00,24.68,28.08,1.53,0.017,standby
2026-09-07T16:33:00,25.76,27.92,1.49,0.014,standby
2026-09-07T16:34:00,25.55,28.2,1.61,0.042,standby
2026-09-07T16:35:00,24.05,28.11,1.43,0.021,standby
2026-09-07T16:36:00,25.05,28.12,1.64,0.001,standby
2026-09-07T16:37:00,24.44,28.01,1.4,0.037,standby
2026-09-07T16:38:00,24.78,28.24,1.62,0.026,standby
2026-09-07T16:39:00,24.13,28.21,1.46,0.011,standby
2026-09-07T16:40:00,23.91,28.16,1.61,0.026,standby
2026-09-07T16:41:00,24.84,28.17,1.47,0.058,standby
2026-09-07T16:42:00,24.97,28.19,1.43,0.006,standby
2026-09-07T16:43:00,24.18,28.17,1.53,0.029,standby
2026-09-07T16:44:00,24.05,28.28,1.51,0.016,standby
2026-09-07T16:45:00,23.35,28.25,1.39,0.034,standby
2026-09-07T16:46:00,23.87,28.22,1.4,0.004,standby
2026-09-07T16:47:00,22.88,28.12,1.46,0.02,standby
2026-09-07T16:48:00,22.82,28.31,1.46,0.026,standby
2026-09-07T16:49:00,23.33,28.34,1.31,0.033,standby
2026-09-07T16:50:00,22.11,28.22,1.52,0.033,standby
2026-09-07T16:51:00,23.07,28.3,1.54,0.007,standby
2026-09-07T16:52:00,22.49,28.31,1.58,0.037,standby
2026-09-07T16:53:00,22.94,28.26,1.59,0.031,standby
2026-09-07T16:54:00,21.88,28.49,1.29,0.015,standby
2026-09-07T16:55:00,22.09,28.27,1.44,1.558,standby
2026-09-07T16:56:00,22.91,28.24,1.5,1.742,standby
2026-09-07T16:57:00,22.78,28.52,1.37,1.753,standby
2026-09-07T16:58:00,21.78,28.25,1.44,1.921,standby
2026-09-07T16:59:00,22.12,28.36,1.37,1.942,standby
2026-09-07T17:00:00,22.97,28.33,1.37,2.027,standby
2026-09-07T17:01:00,21.19,28.31,1.46,2.123,standby
2026-09-07T17:02:00,20.7,28.44,1.38,2.276,standby
2026-09-07T17:03:00,21.26,28.36,1.36,2.294,standby
2026-09-07T17:04:00,21.61,28.42,1.39,2.431,standby
2026-09-07T17:05:00,20.7,28.41,1.42,0.027,standby
2026-09-07T17:06:00,21.58,28.49,1.3,0.036,standby
2026-09-07T17:07:00,20.91,28.51,1.48,0.038,standby
2026-09-07T17:08:00,22.01,28.33,1.29,0.022,standby
2026-09-07T17:09:00,20.77,28.47,1.3,0.038,standby
2026-09-07T17:10:00,21.37,28.48,1.25,0.032,standby
2026-09-07T17:11:00,21.22,28.47,1.33,0.042,standby
2026-09-07T17:12:00,20.67,28.42,1.38,0.031,standby
2026-09-07T17:13:00,21.31,28.43,1.23,0.01,standby
2026-09-07T17:14:00,20.75,28.5,1.39,0.003,standby
2026-09-07T17:15:00,21.21,28.44,1.25,0.051,standby
2026-09-07T17:16:00,21.13,28.5,1.54,0.018,standby
2026-09-07T17:17:00,20.88,28.54,1.23,0.026,standby
2026-09-07T17:18:00,21.14,28.5,1.37,0.014,standby
2026-09-07T17:19:00,21.62,28.49,1.26,0.017,standby
2026-09-07T17:20:00,21.02,28.34,1.43,0.021,standby
2026-09-07T17:21:00,21.22,28.34,1.32,0.043,standby
2026-09-07T17:22:00,21.77,28.3,1.28,0.033,standby
2026-09-07T17:23:00,21.31,28.36,1.29,0.009,standby
2026-09-07T17:24:00,21.69,28.36,1.46,0.024,standby
2026-09-07T17:25:00,21.33,28.43,1.48,0.016,standby
2026-09-07T17:26:00,21.12,28.34,1.27,0.045,standby
2026-09-07T17:27:00,21.39,28.34,1.5,0.035,standby
2026-09-07T17:28:00,21.92,28.3,1.38,0.022,standby
2026-09-07T17:29:00,22.97,28.33,1.29,0.037,standby
2026-09-07T17:30:00,22.91,28.31,1.47,0.026,standby
2026-09-07T17:31:00,22.05,28.31,1.32,0.017,standby
2026-09-07T17:32:00,22.32,28.33,1.43,0.009,standby
2026-09-07T17:33:00,22.49,28.29,1.46,0.026,standby
2026-09-07T17:34:00,22.06,28.37,1.58,0.044,standby
2026-09-07T17:35:00,23.46,28.31,1.39,0.027,standby
2026-09-07T17:36:00,22.87,28.26,1.34,0.032,standby
2026-09-07T17:37:00,23.38,28.29,1.47,0.019,standby
2026-09-07T17:38:00,24.08,28.14,1.44,0.019,standby
2026-09-07T17:39:00,24.19,28.21,1.5,0.031,standby
2026-09-07T17:40:00,22.96,28.13,1.49,0.037,standby
2026-09-07T17:41:00,24.43,28.28,1.47,0.026,standby
2026-09-07T17:42:00,24.1,28.14,1.43,0.018,standby
2026-09-07T17:43:00,24.39,28.12,1.51,0.003,standby
2026-09-07T17:44:00,24.81,28.16,1.55,0.019,standby
2026-09-07T17:45:00,24.53,28.21,1.5,0.049,standby
2026-09-07T17:46:00,24.26,28.11,1.43,0.016,standby
2026-09-07T17:47:00,24.66,28.08,1.59,0.011,standby
2026-09-07T17:48:00,25.42,28.01,1.5,0.041,standby
2026-09-07T17:49:00,25.47,28.12,1.59,0.032,standby
2026-09-07T17:50:00,25.65,28.19,1.46,0.024,standby
2026-09-07T17:51:00,25.76,28.14,1.59,0.041,standby
2026-09-07T17:52:00,25.34,27.98,1.66,0.025,standby
2026-09-07T17:53:00,25.4,28.07,1.52,0.037,standby
2026-09-07T17:54:00,26.12,28.09,1.6,0.025,standby
2026-09-07T17:55:00,36.65,27.25,4.41,0.034,imaging
2026-09-07T17:56:00,36.07,27.35,4.69,0.019,imaging
2026-09-07T17:57:00,36.63,27.43,4.64,0.022,imaging
2026-09-07T17:58:00,36.6,27.51,4.74,0.05,imaging
2026-09-07T17:59:00,36.85,27.26,4.63,0.033,imaging
2026-09-07T18:00:00,37.79,27.48,4.78,0.021,imaging
2026-09-07T18:01:00,37.32,27.36,4.72,0.015,imaging
2026-09-07T18:02:00,37.66,27.38,4.89,0.012,imaging
2026-09-07T18:03:00,36.94,27.66,4.68,0.04,imaging
2026-09-07T18:04:00,37.94,27.29,5.07,0.034,imaging
2026-09-07T18:05:00,37.92,27.51,4.75,0.027,imaging
2026-09-07T18:06:00,37.77,27.25,4.92,0.043,imaging
2026-09-07T18:07:00,38.17,27.4,5.03,0.04,imaging
2026-09-07T18:08:00,38.05,27.45,4.83,0.057,imaging
2026-09-07T18:09:00,38.17,27.41,5.21,0.001,imaging
2026-09-07T18:10:00,38.26,27.31,5.21,0.028,imaging
2026-09-07T18:11:00,39.96,27.22,5.04,0.029,imaging
2026-09-07T18:12:00,38.81,27.29,4.95,0.006,imaging
2026-09-07T18:13:00,38.66,27.22,4.85,0.036,imaging
2026-09-07T18:14:00,38.6,27.42,4.87,0.042,imaging
2026-09-07T18:15:00,38.9,27.31,4.96,0.034,imaging
2026-09-07T18:16:00,39.26,27.3,5.21,0.031,imaging
2026-09-07T18:17:00,39.77,27.33,5.09,0.009,imaging
2026-09-07T18:18:00,38.08,27.36,5.1,0.04,imaging
2026-09-07T18:19:00,38.53,27.32,5.06,0.04,imaging
2026-09-07T18:20:00,38.82,27.48,5.07,0.053,imaging
2026-09-07T18:21:00,38.4,27.29,5.06,0.055,imaging
2026-09-07T18:22:00,39.25,27.34,5.23,0.018,imaging
2026-09-07T18:23:00,39.82,27.44,5.21,0.035,imaging
2026-09-07T18:24:00,39.43,27.32,5.21,0.027,imaging
2026-09-07T18:25:00,38.92,27.29,5.35,0.03,imaging
2026-09-07T18:26:00,38.9,27.28,5.06,0.06,imaging
2026-09-07T18:27:00,39.45,27.4,5.21,0.058,imaging
2026-09-07T18:28:00,39.29,27.45,5.3,0.034,imaging
2026-09-07T18:29:00,38.95,27.34,5.35,0.059,imaging
2026-09-07T18:30:00,40.13,27.34,5.51,0.008,imaging
2026-09-07T18:31:00,39.07,27.35,5.48,0.042,imaging
2026-09-07T18:32:00,39.34,27.3,5.26,0.065,imaging
2026-09-07T18:33:00,40.04,27.44,5.39,0.026,imaging
2026-09-07T18:34:00,39.79,27.33,5.39,0.035,imaging
2026-09-07T18:35:00,28.57,27.9,3.04,0.011,downlink
2026-09-07T18:36:00,29.11,28.04,2.96,0.004,downlink
2026-09-07T18:37:00,28.93,28.0,3.04,0.011,downlink
2026-09-07T18:38:00,27.7,28.13,3.0,0.037,downlink
2026-09-07T18:39:00,28.56,28.03,2.86,0.024,downlink
2026-09-07T18:40:00,27.87,27.92,2.92,0.005,downlink
2026-09-07T18:41:00,28.26,27.95,2.86,0.028,downlink
2026-09-07T18:42:00,28.45,27.95,3.23,0.04,downlink
2026-09-07T18:43:00,28.98,27.99,3.09,0.041,downlink
2026-09-07T18:44:00,27.89,27.97,3.33,0.024,downlink
2026-09-07T18:45:00,28.62,28.01,3.08,0.016,downlink
2026-09-07T18:46:00,27.87,28.12,3.0,0.005,downlink
2026-09-07T18:47:00,28.38,28.02,3.06,0.034,downlink
2026-09-07T18:48:00,60.76,23.36,8.59,0.913,downlink
2026-09-07T18:49:00,61.42,23.42,9.04,0.989,downlink
2026-09-07T18:50:00,62.05,23.3,9.04,0.973,downlink
2026-09-07T18:51:00,62.26,23.3,9.18,0.973,downlink
2026-09-07T18:52:00,63.58,23.35,9.16,0.87,downlink
2026-09-07T18:53:00,63.68,23.3,9.61,0.869,downlink
2026-09-07T18:54:00,64.19,23.15,9.61,0.871,downlink
2026-09-07T18:55:00,65.16,23.16,9.9,0.907,downlink
2026-09-07T18:56:00,65.11,23.09,10.3,1.0,downlink
2026-09-07T18:57:00,29.21,27.92,3.19,0.018,downlink
2026-09-07T18:58:00,28.52,28.03,2.86,0.041,downlink
2026-09-07T18:59:00,28.97,28.02,2.94,0.042,downlink
2026-09-07T19:00:00,29.35,27.95,3.17,0.007,downlink
2026-09-07T19:01:00,29.38,27.96,2.97,0.032,downlink
2026-09-07T19:02:00,29.56,27.9,3.07,0.029,downlink
2026-09-07T19:03:00,29.62,28.05,3.04,0.048,downlink
2026-09-07T19:04:00,28.89,27.96,2.9,0.031,downlink
2026-09-07T19:05:00,27.53,27.91,5.79,0.3,attitude_control
2026-09-07T19:06:00,27.77,27.72,5.84,0.567,attitude_control
2026-09-07T19:07:00,27.91,27.55,5.86,0.417,attitude_control
2026-09-07T19:08:00,27.05,27.55,5.84,0.346,attitude_control
2026-09-07T19:09:00,27.32,27.67,5.77,0.423,attitude_control
2026-09-07T19:10:00,28.47,27.67,6.13,0.619,attitude_control
2026-09-07T19:11:00,28.32,27.6,5.67,0.273,attitude_control
2026-09-07T19:12:00,28.19,27.64,5.73,0.468,attitude_control
2026-09-07T19:13:00,28.19,27.61,5.38,0.349,attitude_control
2026-09-07T19:14:00,28.56,27.61,5.45,0.559,attitude_control
2026-09-07T19:15:00,28.57,27.48,5.33,0.281,attitude_control
2026-09-07T19:16:00,28.44,27.64,5.45,0.686,attitude_control
2026-09-07T19:17:00,28.35,27.57,5.57,0.574,attitude_control
2026-09-07T19:18:00,28.22,27.64,5.69,0.396,attitude_control
2026-09-07T19:19:00,28.67,27.64,5.74,0.484,attitude_control
2026-09-07T19:20:00,28.57,27.4,5.72,0.377,attitude_control
2026-09-07T19:21:00,29.21,27.48,5.91,0.486,attitude_control
2026-09-07T19:22:00,28.76,27.63,5.77,0.309,attitude_control
2026-09-07T19:23:00,29.3,27.53,5.69,0.519,attitude_control
2026-09-07T19:24:00,29.27,27.45,5.53,0.488,attitude_control
2026-09-07T19:25:00,29.4,27.53,6.07,0.022,attitude_control
2026-09-07T19:26:00,30.0,27.63,5.6,0.582,attitude_control
2026-09-07T19:27:00,29.13,27.41,5.69,0.712,attitude_control
2026-09-07T19:28:00,29.72,27.5,5.78,0.32,attitude_control
2026-09-07T19:29:00,30.29,27.63,5.61,0.294,attitude_control
2026-09-07T19:30:00,27.4,28.09,1.61,0.039,standby
2026-09-07T19:31:00,27.17,28.0,1.68,0.028,standby
2026-09-07T19:32:00,27.16,28.1,1.59,0.034,standby
2026-09-07T19:33:00,27.14,28.04,1.52,0.019,standby
2026-09-07T19:34:00,26.95,28.12,1.54,0.024,standby
2026-09-07T19:35:00,27.05,28.09,1.62,0.049,standby
2026-09-07T19:36:00,26.47,28.03,1.62,0.005,standby
2026-09-07T19:37:00,27.88,28.04,1.51,0.037,standby
2026-09-07T19:38:00,26.09,28.07,1.49,0.025,standby
2026-09-07T19:39:00,27.22,28.11,1.6,0.05,standby
2026-09-07T19:40:00,27.05,28.03,1.66,0.024,standby
2026-09-07T19:41:00,27.16,27.79,1.6,0.024,standby
2026-09-07T19:42:00,26.73,28.02,1.63,0.0,standby
2026-09-07T19:43:00,28.27,28.15,1.59,0.048,standby
2026-09-07T19:44:00,26.91,28.01,1.64,0.005,standby
2026-09-07T19:45:00,26.97,28.17,1.59,0.008,standby
2026-09-07T19:46:00,26.71,28.08,1.49,0.003,standby
2026-09-07T19:47:00,25.98,28.06,1.63,0.058,standby
2026-09-07T19:48:00,26.79,28.05,1.5,0.038,standby
2026-09-07T19:49:00,26.57,28.15,1.55,0.039,standby
2026-09-07T19:50:00,27.18,28.13,1.54,0.031,standby
2026-09-07T19:51:00,25.84,27.99,1.56,0.016,standby
2026-09-07T19:52:00,26.51,28.16,1.63,0.015,standby
2026-09-07T19:53:00,26.29,28.05,1.58,0.022,standby
2026-09-07T19:54:00,26.06,28.15,1.55,0.031,standby
2026-09-07T19:55:00,25.66,28.22,1.62,0.018,standby
2026-09-07T19:56:00,25.97,28.17,1.58,0.053,standby
2026-09-07T19:57:00,24.83,28.06,1.49,0.017,standby
2026-09-07T19:58:00,24.8,28.2,1.42,0.042,standby
2026-09-07T19:59:00,25.38,28.32,1.64,0.016,standby
